ori_tissue,ori_cell_type,search_result
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
liver,effector memory t cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t lymphocytes"
liver,effector memory t cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t lymphocytes"
liver,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,plasmacytoid dendritic cell(pdc),"organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=lung, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=bladder, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma cell"
liver,effector memory t cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t lymphocytes"
liver,naive b cell,"organ_tissue=blood, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=skin, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=salivary_gland, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=lymph_node, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=spleen, cell_ontology_class=naive b cell, free_annotation=naive b cell"
liver,t follicular helper(tfh) cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like"
liver,t follicular helper(tfh) cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like"
liver,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lymph_node, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
liver,t follicular helper(tfh) cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like"
liver,effector memory t cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t lymphocytes"
liver,effector memory t cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t lymphocytes"
liver,naive cd8+ t cell,"organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells"
liver,effector memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells"
liver,naive b cell,"organ_tissue=blood, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=skin, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=salivary_gland, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=lymph_node, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=spleen, cell_ontology_class=naive b cell, free_annotation=naive b cell"
liver,t follicular helper(tfh) cell,"organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like"
liver,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lymph_node, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
liver,naive cd8+ t cell,"organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells"
liver,plasmacytoid dendritic cell(pdc),"organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=lung, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=bladder, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma cell"
liver,central memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell"
liver,conventional dendritic cell 2(cdc2),"organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=liver, cell_ontology_class=endothelial cell, free_annotation=enodthelial cell; organ_tissue=liver, cell_ontology_class=endothelial cell, free_annotation=endothelial cell"
liver,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lymph_node, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
