ori_tissue,ori_cell_type,search_result
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
splanchnic mesenchyme-like lineages,smooth muscle (sm),"organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cell; organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth_muscle_cells"
splanchnic mesenchyme-like lineages,smooth muscle (sm),"organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cell; organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth_muscle_cells"
splanchnic mesenchyme-like lineages,smooth muscle (sm),"organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cell; organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth_muscle_cells"
splanchnic mesenchyme-like lineages,smooth muscle (sm),"organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cell; organ_tissue=muscle, cell_ontology_class=mesenchymal stem cell, free_annotation=mesenchymal stem cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth_muscle_cells"
choroid,mhcii+cd11c-,"organ_tissue=lymph_node, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell; organ_tissue=spleen, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell"
choroid,mhcii+cd11c+,"organ_tissue=lymph_node, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell; organ_tissue=spleen, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell"
choroid,mhcii+cd11c− macrophages,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=mammary, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage"
choroid,mhcii+cd11c+ macrophages,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophages"
choroid,mhcii+cd11c− macrophages,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=mammary, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage"
choroid,mhcii+cd11c+ macrophages,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophages"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,effector nk/t cells,"organ_tissue=bone_marrow, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=bone_marrow, cell_ontology_class=nk cell, free_annotation=nk cell; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=nk cell"
rpe-choroid,effector nk/t cells,"organ_tissue=bone_marrow, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=bone_marrow, cell_ontology_class=nk cell, free_annotation=nk cell; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=nk cell"
rpe-choroid,effector nk/t cells,"organ_tissue=bone_marrow, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=bone_marrow, cell_ontology_class=nk cell, free_annotation=nk cell; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=blood, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=skin, cell_ontology_class=nk cell, free_annotation=nk cell"
rpe-choroid,b cells,"organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=trachea, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b_cells; organ_tissue=trachea, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=trachea, cell_ontology_class=b cell, free_annotation=b_cells"
rpe-choroid,mast cells,"organ_tissue=prostate, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=prostate, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast_cells"
rpe-choroid,mast cells,"organ_tissue=prostate, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=muscle, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=prostate, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast_cells"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
rpe-choroid,macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=prostate, cell_ontology_class=macrophage, free_annotation=macrophage"
choroid,mhcii+cd11c- macrophage,"organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages"
choroid,mhcii+cd11c+ macrophage,"organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage"
